Title,Year,Abstract,Text,Mentions,Group,GO,CW,GC,Topic
Making sense of Syria,2011,"With more than 1,400 of his country's citizens killed in three months of protests, the president of Syria gave a speech on 20 June. It was the third time that Bashar al-Assad had addressed the nation since the Arab Spring reached Syria, but his renewed promises of dialogue and reform failed to convince the opposition; four days later they staged the biggest day of protest yet against the regime. The situation inside Syria has continued to deteriorate, especially after a violent crackdown in the northern town of Jisr al-Shughour and an exodus of thousands to Turkey. But despite concerns of a growing humanitarian crisis, the international response has been very different to that in Libya. ","Making sense of Syria With more than 1,400 of his country's citizens killed in three months of protests, the president of Syria gave a speech on 20 June. It was the third time that Bashar al-Assad had addressed the nation since the Arab Spring reached Syria, but his renewed promises of dialogue and reform failed to convince the opposition; four days later they staged the biggest day of protest yet against the regime. The situation inside Syria has continued to deteriorate, especially after a violent crackdown in the northern town of Jisr al-Shughour and an exodus of thousands to Turkey. But despite concerns of a growing humanitarian crisis, the international response has been very different to that in Libya. ","['syr', 'lby', 'tur']",CW,False,True,False,3
"Colonial legacy, women's rights and gender-educational inequality in the Arab World with particular reference to Egypt and Tunisia",2011,"One aspect of the call for democracy in the recent Arab region uprisings is the issue of women's rights and gender equality. Three cultural and ideological forces have continued to shape the gender discourse in Arab Muslim-majority societies. They are: ""Islamic"" teaching and local traditions concerning women's roles in a given society; Western, European colonial perception of women's rights; and finally national gender-related policy reforms. This paper examines the past and present status of women and gender-educational inequality in the Arab world with particular reference to Egypt and Tunisia, prior to and post colonialism. Special attention is given to colonial legacy and its influence on gender and education; to current gender practices in the social sphere with a focus on women's modesty (hijab); to international policies and national responses with regard to women's rights and finally to female participation in pre-university and higher education. These issues incorporate a discussion of cultural and religious constraints. The paper demonstrates similarities and differences between Egypt's and Tunisia's reform policies towards gender parity. It highlights the confrontation of conservative versus liberal ideologies that occurred in each country with the implementation of its gender-related reform policy. ","Colonial legacy, women's rights and gender-educational inequality in the Arab World with particular reference to Egypt and Tunisia One aspect of the call for democracy in the recent Arab region uprisings is the issue of women's rights and gender equality. Three cultural and ideological forces have continued to shape the gender discourse in Arab Muslim-majority societies. They are: ""Islamic"" teaching and local traditions concerning women's roles in a given society; Western, European colonial perception of women's rights; and finally national gender-related policy reforms. This paper examines the past and present status of women and gender-educational inequality in the Arab world with particular reference to Egypt and Tunisia, prior to and post colonialism. Special attention is given to colonial legacy and its influence on gender and education; to current gender practices in the social sphere with a focus on women's modesty (hijab); to international policies and national responses with regard to women's rights and finally to female participation in pre-university and higher education. These issues incorporate a discussion of cultural and religious constraints. The paper demonstrates similarities and differences between Egypt's and Tunisia's reform policies towards gender parity. It highlights the confrontation of conservative versus liberal ideologies that occurred in each country with the implementation of its gender-related reform policy. ","['egy', 'tun']",GO,True,False,False,12
A Decline of Identity Politics,2011,"Religious actors and religious language are not absent from the Arab revolutions, but a striking feature of these movements is that they depart from Islamist identity politics, which tended to portray the problems of the Arab world as the result of Muslims’ betrayal of their religious identity. Slogans referencing Islam are remarkably few, even in contexts like Egypt where Islamist movements are an important organized political force. Similar to many Islamist activists, the youth who initiated these movements are exasperated by growing economic inequalities. Unlike the former, however, they do not feel the need to frame this issue in religious terms, but rather mobilize universal notions such as democracy, freedom, justice, and equality. This is the case even in societies with sharp religious divides such as Bahrain, where the overwhelmingly Shiʿi demonstrators oppose a Sunni-dominated regime. Regardless of whether the uprisings will succeed in achieving a genuine regime change, new political movements are likely to emerge that focus on political freedom and the reduction of social inequalities rather than projects maintaining Islam as a solution. The question remains whether this trend simply went unnoticed by the majority of the scholarly community working on the Middle East or whether it is something that emerged in the dynamics of the uprisings themselves. Either way, the phenomenon must now be analyzed. Does it mean a decline of the Islamist ideology? Will it permit an empowerment of existing liberal political movements? Of trade unionism? What does it reveal about the integration of the Middle East within global political trends?. ","A Decline of Identity Politics Religious actors and religious language are not absent from the Arab revolutions, but a striking feature of these movements is that they depart from Islamist identity politics, which tended to portray the problems of the Arab world as the result of Muslims’ betrayal of their religious identity. Slogans referencing Islam are remarkably few, even in contexts like Egypt where Islamist movements are an important organized political force. Similar to many Islamist activists, the youth who initiated these movements are exasperated by growing economic inequalities. Unlike the former, however, they do not feel the need to frame this issue in religious terms, but rather mobilize universal notions such as democracy, freedom, justice, and equality. This is the case even in societies with sharp religious divides such as Bahrain, where the overwhelmingly Shiʿi demonstrators oppose a Sunni-dominated regime. Regardless of whether the uprisings will succeed in achieving a genuine regime change, new political movements are likely to emerge that focus on political freedom and the reduction of social inequalities rather than projects maintaining Islam as a solution. The question remains whether this trend simply went unnoticed by the majority of the scholarly community working on the Middle East or whether it is something that emerged in the dynamics of the uprisings themselves. Either way, the phenomenon must now be analyzed. Does it mean a decline of the Islamist ideology? Will it permit an empowerment of existing liberal political movements? Of trade unionism? What does it reveal about the integration of the Middle East within global political trends?. ","['egy', 'bhr']",GC,True,False,True,15
"User-generated discontent convergence, polemology and dissent",2011,"In a time when interactive technologies and participatory usage are equated with DIY citizenship, how do we account for the return of sovereign power in the form of police interventions into usage? How are decentralized social media deployed as instruments by traditional social actors and political institutions? This article addresses these questions by analyzing the structuring context that links convergence and warfare. It focuses on the Alliance of Youth Movements, the State Department co-sponsored group that produced a web-hub of materials that distributed technical knowledge and social media skills for youth protestors around the world. Its effects were felt in Egypt's Arab Spring. At the same time, similar deployments of social media technologies by US domestic protestors have been considered a criminal use of a communication facility (e.g. Anonymous and the Tin Can Communications Collective's use of Twitter during 2009 G20 protests). Convergence produces hybrids, some of which are encouraged, mobilized and 'friended' while others are pre-empted, dissuaded and targeted as unspecified enemies by sovereign/network powers. We are witnessing a convergence of sovereign and network powers, one that expresses new modes of control while setting the conditions for new forms of evaluation and antagonism. ","User-generated discontent convergence, polemology and dissent In a time when interactive technologies and participatory usage are equated with DIY citizenship, how do we account for the return of sovereign power in the form of police interventions into usage? How are decentralized social media deployed as instruments by traditional social actors and political institutions? This article addresses these questions by analyzing the structuring context that links convergence and warfare. It focuses on the Alliance of Youth Movements, the State Department co-sponsored group that produced a web-hub of materials that distributed technical knowledge and social media skills for youth protestors around the world. Its effects were felt in Egypt's Arab Spring. At the same time, similar deployments of social media technologies by US domestic protestors have been considered a criminal use of a communication facility (e.g. Anonymous and the Tin Can Communications Collective's use of Twitter during 2009 G20 protests). Convergence produces hybrids, some of which are encouraged, mobilized and 'friended' while others are pre-empted, dissuaded and targeted as unspecified enemies by sovereign/network powers. We are witnessing a convergence of sovereign and network powers, one that expresses new modes of control while setting the conditions for new forms of evaluation and antagonism. ","['usa', 'egy']",GO,True,False,False,0
Can a New Generation Bring about Regime Change?,2011,"Peaceful protests and demonstrations have swept through the Arab world, toppling rulers and advancing programs of radical change. Some enthusiasts for these movements have already proclaimed them a revolution. They predict a new Middle Eastern political and economic order. A new generation of young people—men and women, mainly in their twenties and thirties, using their skills in cyberspace communication and fueled by many frustrations—assembled vast numbers in peaceful protests that have thus far claimed many triumphs. They forced the departures of the long-standing dictators of Egypt and Tunisia and have demanded that the monarchs of Jordan, Morocco, and Bahrain reign rather than rule. ","Can a New Generation Bring about Regime Change? Peaceful protests and demonstrations have swept through the Arab world, toppling rulers and advancing programs of radical change. Some enthusiasts for these movements have already proclaimed them a revolution. They predict a new Middle Eastern political and economic order. A new generation of young people—men and women, mainly in their twenties and thirties, using their skills in cyberspace communication and fueled by many frustrations—assembled vast numbers in peaceful protests that have thus far claimed many triumphs. They forced the departures of the long-standing dictators of Egypt and Tunisia and have demanded that the monarchs of Jordan, Morocco, and Bahrain reign rather than rule. ","['jor', 'egy', 'tun', 'mar', 'bhr']",GC,True,False,True,8
What Can We Predict about Libya and the Arab Spring from Statistical Studies?,2011,"While research using cross country data and analysis is rife with statistical problems, the best papers do provide valuable insight. This commentary illustrates how an excellent paper on democratization provides a useful ""stability threshold""that helps to understand current events in the Middle East, especially the Western intervention in Libya. ","What Can We Predict about Libya and the Arab Spring from Statistical Studies? While research using cross country data and analysis is rife with statistical problems, the best papers do provide valuable insight. This commentary illustrates how an excellent paper on democratization provides a useful ""stability threshold""that helps to understand current events in the Middle East, especially the Western intervention in Libya. ",['lby'],CW,False,True,False,2
Military Presidents in Arab States,2011,"The Arab world has experienced a large number of military presidencies since General Bakr Sidki's brief rule in Iraq in 1936. The phenomenon became of great significance beginning with Colonel Jamal Abd al-Nasir's presidency in Egypt in the early 1950s, which established a model for similar regimes in Sudan, Syria, Iraq, Yemen, and, at least initially, Libya under the self-promoted Colonel Muammar al-Qadhafi. The president who exchanged his uniform for a suit; an authoritarian style of political management in the name of a revolution against an old, foreign-dominated order; and the legitimacy obtained from laudable achievements in the international and economic sphere: these were all part of al-Nasir's influence and legacy. ","Military Presidents in Arab States The Arab world has experienced a large number of military presidencies since General Bakr Sidki's brief rule in Iraq in 1936. The phenomenon became of great significance beginning with Colonel Jamal Abd al-Nasir's presidency in Egypt in the early 1950s, which established a model for similar regimes in Sudan, Syria, Iraq, Yemen, and, at least initially, Libya under the self-promoted Colonel Muammar al-Qadhafi. The president who exchanged his uniform for a suit; an authoritarian style of political management in the name of a revolution against an old, foreign-dominated order; and the legitimacy obtained from laudable achievements in the international and economic sphere: these were all part of al-Nasir's influence and legacy. ","['sdn', 'lby', 'egy', 'yem', 'syr', 'irq']",CW,True,True,False,-1
"Turkey's ""Demonstrative Effect"" and the Transformation of the Middle East",2011,"A string of uprisings in Tunisia and Egypt followed by those in other countries have rekindled the issue of Turkey constituting a model for reform and democratization in the Arab world, a point raised by many Western and Arab commentators. Independent of this debate, what is lacking in the literature is an analysis of how come there is a ""demand"" for the Turkish model. This article develops the concept of a ""demonstrative effect"" and argues that it is this ""effect"" that makes the Turkish model of interest to the Middle East and that this ""effect"" is a function of three developments: the rise of the ""trading state"", the diffusion of Turkey's democratization experience as a ""work in progress"", and the positive mage of Turkey's ""new"" foreign policy. The concluding part of the article discusses several challenges urkey has to meet so that its demonstrative effect"" can have a positive impact.","Turkey's ""Demonstrative Effect"" and the Transformation of the Middle East A string of uprisings in Tunisia and Egypt followed by those in other countries have rekindled the issue of Turkey constituting a model for reform and democratization in the Arab world, a point raised by many Western and Arab commentators. Independent of this debate, what is lacking in the literature is an analysis of how come there is a ""demand"" for the Turkish model. This article develops the concept of a ""demonstrative effect"" and argues that it is this ""effect"" that makes the Turkish model of interest to the Middle East and that this ""effect"" is a function of three developments: the rise of the ""trading state"", the diffusion of Turkey's democratization experience as a ""work in progress"", and the positive mage of Turkey's ""new"" foreign policy. The concluding part of the article discusses several challenges urkey has to meet so that its demonstrative effect"" can have a positive impact.","['tur', 'egy', 'tun']",GO,True,False,False,6
The future models of Arab political economy,2011,"Three distinct models of political economy are articulated in this article to chart out the possible politico-economic futures of the Arab World. Of these, the present predicaments of the revolutionizing Arab populace are argued to have been caused by the continuance of the wrong social choices. It depended for a long time now on the alienating model of differentiation and alienation of the Arab nations by their rulers, and by their uncritical immersing in the equally debilitating globalization agenda. Two models of the alienating and unfeasible types are formulated as the prevailing ones today. The arguments and empirical study of limited socioeconomic data with the examples of Egypt, Tunisia and Yemen, which are considered as exemplary of the revolutionary Arab World, point out that social factors based on the demand for participation and representation, self-reliant social change, and opportunities are the overwhelming factors of politico-economic change. These factors, as opposed to the purely economic factors, must be embedded in a synergistic way with the rest in a distinctive future model of Arab political economy. Three formal models of possible political economy of the future Arab World with their evolutionary futures are formalized. Necessary social and policy implications are drawn in reference to these three evolutionary Arab futures in political economy. Copyright ","The future models of Arab political economy Three distinct models of political economy are articulated in this article to chart out the possible politico-economic futures of the Arab World. Of these, the present predicaments of the revolutionizing Arab populace are argued to have been caused by the continuance of the wrong social choices. It depended for a long time now on the alienating model of differentiation and alienation of the Arab nations by their rulers, and by their uncritical immersing in the equally debilitating globalization agenda. Two models of the alienating and unfeasible types are formulated as the prevailing ones today. The arguments and empirical study of limited socioeconomic data with the examples of Egypt, Tunisia and Yemen, which are considered as exemplary of the revolutionary Arab World, point out that social factors based on the demand for participation and representation, self-reliant social change, and opportunities are the overwhelming factors of politico-economic change. These factors, as opposed to the purely economic factors, must be embedded in a synergistic way with the rest in a distinctive future model of Arab political economy. Three formal models of possible political economy of the future Arab World with their evolutionary futures are formalized. Necessary social and policy implications are drawn in reference to these three evolutionary Arab futures in political economy. Copyright ","['egy', 'yem', 'tun']",CW,True,True,False,-1
Literature and Revolution,2011,"The three-week uprising in Egypt that ended with the removal of Husni Mubarak on February 11 happened to coincide with the section of my spring course syllabus on the Egyptian novel from Najib Mahfuz to Ahmed Alaidy. As was the case for many of my colleagues and their students, the rapid and awe-inspiring events unfolding daily before us pushed purely academic concerns to the margins of class discussion. This tidal wave of revolutionary politics erupting into the classroom forced me to the realization that my larger syllabus was not simply some neutral or systematic survey of half a century's worth of Arabic literature. I began to think about the largely invisible dystopic intellectual and historical paradigms through which modern Arabic literature is often framed, at least in the United States. The nahḍa/naksa narrative, which compelled many of us to read Arab cultural history of the 20th century as a story of brief “awakening” followed by irredeemable decline and corruption, is clearly no longer tenable in the wake of February 11. This same narrative underpinned the highly self-conscious postmodernism that began to emerge in Egypt in the 1990s and that reached its apogee a couple of decades later at the end of the 2000s, a postmodernism that was celebrated (though by no means universally) as the true beginning of literary modernity and the emancipation of the subject from the dead weight of a past ideological age. ","Literature and Revolution The three-week uprising in Egypt that ended with the removal of Husni Mubarak on February 11 happened to coincide with the section of my spring course syllabus on the Egyptian novel from Najib Mahfuz to Ahmed Alaidy. As was the case for many of my colleagues and their students, the rapid and awe-inspiring events unfolding daily before us pushed purely academic concerns to the margins of class discussion. This tidal wave of revolutionary politics erupting into the classroom forced me to the realization that my larger syllabus was not simply some neutral or systematic survey of half a century's worth of Arabic literature. I began to think about the largely invisible dystopic intellectual and historical paradigms through which modern Arabic literature is often framed, at least in the United States. The nahḍa/naksa narrative, which compelled many of us to read Arab cultural history of the 20th century as a story of brief “awakening” followed by irredeemable decline and corruption, is clearly no longer tenable in the wake of February 11. This same narrative underpinned the highly self-conscious postmodernism that began to emerge in Egypt in the 1990s and that reached its apogee a couple of decades later at the end of the 2000s, a postmodernism that was celebrated (though by no means universally) as the true beginning of literary modernity and the emancipation of the subject from the dead weight of a past ideological age. ","['usa', 'egy']",GO,True,False,False,-1
The Arab revolutions for dignity,2011,"Before the historic revolts transforming the Arab world today, it was an article of faith that radical Islamist revolutionaries would spearhead any challenge to the dictatorships that rule the Arab world. The millions of prodemocracy protesters braving riot squads and regime thugs have demolished such preconceptions. Although much can still go wrong, the clamor for freedom and justice that started in the small town of Sidi Bouzid in Tunisia and exploded in Liberation Square in Cairo has shown that the impossible can happen. The Islamist boogeyman has neither engineered the revolutions for dignity and freedom nor dominated them. The Obama administration has so far demonstrated a new realism that realizes the failures of the old foreign policy model that saw Arab tyrants as guarantors of America's interests in the region. The temptation to contain the revolutionary fervor spreading through the region still exists within the administration, but there is also a growing realization that the time has come for redefining America's role in the Middle East. ","The Arab revolutions for dignity Before the historic revolts transforming the Arab world today, it was an article of faith that radical Islamist revolutionaries would spearhead any challenge to the dictatorships that rule the Arab world. The millions of prodemocracy protesters braving riot squads and regime thugs have demolished such preconceptions. Although much can still go wrong, the clamor for freedom and justice that started in the small town of Sidi Bouzid in Tunisia and exploded in Liberation Square in Cairo has shown that the impossible can happen. The Islamist boogeyman has neither engineered the revolutions for dignity and freedom nor dominated them. The Obama administration has so far demonstrated a new realism that realizes the failures of the old foreign policy model that saw Arab tyrants as guarantors of America's interests in the region. The temptation to contain the revolutionary fervor spreading through the region still exists within the administration, but there is also a growing realization that the time has come for redefining America's role in the Middle East. ",['tun'],GO,True,False,False,8
New episodes in Moroccan nationalism under colonial role: Reconsideration of Shakīb Arslān's centrality in light of unpublished materials,2011,"On the basis of hitherto unstudied materials, the article reconsiders the role of the Druze Prince Shakīb Arslān (1871-1946) on the spirit of Moroccan nationalism during the first half of the 20th century. It analyses one of the aspects of Arslān's life story on the basis of his correspondences with Muh{dot below}ammad Daoud (1901-1984), a prominent Moroccan nationalist leader, educationist and historian of his hometown Tetouan in Northern Morocco. These letters (approximately 150) are part of a bulky amount of Daoud's archival documents preserved by his daughter H{dot below}asnā Daoud in Tetouan. Their significance lies actually in their lively reflection of the spirit of vibrancy within Muslim nationalist movements in the inter-war period. The analysis of the Arslān-Daoud connection against the political background of Arslān's impact on North Africa will demonstrate the significance of family archives in the Muslim world, and their usefulness in filling the gap between the macro and micro levels for the understating of the religious and political interaction within East-West transnational networks in the inter-war period. ","New episodes in Moroccan nationalism under colonial role: Reconsideration of Shakīb Arslān's centrality in light of unpublished materials On the basis of hitherto unstudied materials, the article reconsiders the role of the Druze Prince Shakīb Arslān (1871-1946) on the spirit of Moroccan nationalism during the first half of the 20th century. It analyses one of the aspects of Arslān's life story on the basis of his correspondences with Muh{dot below}ammad Daoud (1901-1984), a prominent Moroccan nationalist leader, educationist and historian of his hometown Tetouan in Northern Morocco. These letters (approximately 150) are part of a bulky amount of Daoud's archival documents preserved by his daughter H{dot below}asnā Daoud in Tetouan. Their significance lies actually in their lively reflection of the spirit of vibrancy within Muslim nationalist movements in the inter-war period. The analysis of the Arslān-Daoud connection against the political background of Arslān's impact on North Africa will demonstrate the significance of family archives in the Muslim world, and their usefulness in filling the gap between the macro and micro levels for the understating of the religious and political interaction within East-West transnational networks in the inter-war period. ",['mar'],GC,False,False,True,5
Palestine in Egyptian colloquial poetry,2011,"Shi'r al-'ammiyya is a poetry movement whose emergence in Egypt in the early 1950s coincided with the heyday of Nasser's revolution, when the Palestine question was a national concern. With numerous practitioners today, the movement has yielded a large corpus of colloquial poetry that has become a significant part of Egypt's cultural landscape. This article presents a historical survey of shi'r al- 'ammiyya's best known poets-Fu'ad Haddad, Salah Jahin, and 'Abd al-Rahman al-Abnudi-and their poems on Palestine. Among the essay's aims is to dispel the common misconception that the use of colloquial Egyptian ('ammiyya) denotes parochial rather than pan- Arab concerns, with the standard ( fusha) Arabic seen as a signifier of pan-Arab identity. ","Palestine in Egyptian colloquial poetry Shi'r al-'ammiyya is a poetry movement whose emergence in Egypt in the early 1950s coincided with the heyday of Nasser's revolution, when the Palestine question was a national concern. With numerous practitioners today, the movement has yielded a large corpus of colloquial poetry that has become a significant part of Egypt's cultural landscape. This article presents a historical survey of shi'r al- 'ammiyya's best known poets-Fu'ad Haddad, Salah Jahin, and 'Abd al-Rahman al-Abnudi-and their poems on Palestine. Among the essay's aims is to dispel the common misconception that the use of colloquial Egyptian ('ammiyya) denotes parochial rather than pan- Arab concerns, with the standard ( fusha) Arabic seen as a signifier of pan-Arab identity. ","['pse', 'egy']",GO,True,False,False,-1
Evidence of North Africa's green revolution preserved in sedimentary organic matter deposited in three coastal lagoons,2011,"Because of longer residence times and limited mixing in coastal lagoons, the impacts of anthropogenic nutrient loading to lagoon food webs are often more pronounced than in other coastal ecosystems. For these reasons, many lagoons also provide an excellent environment for the deposition and accumulation of organic matter (OM). Sediment cores were retrieved from three North African lagoons to provide records of recent environmental changes. We measured percentage nitrogen (%N), nitrogen stable isotope values (δ 15N) , and percentage organic matter (%OM), and we used radiometric dating techniques ( 210Pb, 137Cs) to examine the evidence for the intensification of upstream agricultural practices in sediment cores from Lake Manzala (Egypt), Ghar El Melh Lagoon (Tunisia), and Lagune de Nador (Morocco). With the exception of one core collected near a sewage outfall, sediments from Lake Manzala clearly reflected the impact of agricultural intensification following completion of the Aswan High Dam and delta barrages in the mid-1960s to early 1970s. Both %N and %OM more than doubled in three Manzala sediment cores, and δ 15N values declined from 5% to <1%. These changes reflect the increasing use of synthetic fertilizers (δ 15N ≈ 0%) from the 1960s to the present. Sediments from Ghar El Melh show a similar trend, with %N more than tripling, %OM increasing by ∼50%, and δ 15N declining from 6% to 2% since 1965. These changes are consistent with the increasing use of water from a nearby river for crop irrigation and agricultural fertilizer use. Lagune de Nador receives relatively little agricultural drainage water, and core data did not show the same trends as Manzala and Ghar El Melh. Overall, the sediment core data from these systems reflect environmental shifts in the quantity, quality, and isotope signature of the deposited organic matter and confirm the concerns of local scientists and environmental managers that eutrophication has had dramatic impacts on the coastal ecosystems, particularly at the Egyptian and Tunisian sites. ","Evidence of North Africa's green revolution preserved in sedimentary organic matter deposited in three coastal lagoons Because of longer residence times and limited mixing in coastal lagoons, the impacts of anthropogenic nutrient loading to lagoon food webs are often more pronounced than in other coastal ecosystems. For these reasons, many lagoons also provide an excellent environment for the deposition and accumulation of organic matter (OM). Sediment cores were retrieved from three North African lagoons to provide records of recent environmental changes. We measured percentage nitrogen (%N), nitrogen stable isotope values (δ 15N) , and percentage organic matter (%OM), and we used radiometric dating techniques ( 210Pb, 137Cs) to examine the evidence for the intensification of upstream agricultural practices in sediment cores from Lake Manzala (Egypt), Ghar El Melh Lagoon (Tunisia), and Lagune de Nador (Morocco). With the exception of one core collected near a sewage outfall, sediments from Lake Manzala clearly reflected the impact of agricultural intensification following completion of the Aswan High Dam and delta barrages in the mid-1960s to early 1970s. Both %N and %OM more than doubled in three Manzala sediment cores, and δ 15N values declined from 5% to <1%. These changes reflect the increasing use of synthetic fertilizers (δ 15N ≈ 0%) from the 1960s to the present. Sediments from Ghar El Melh show a similar trend, with %N more than tripling, %OM increasing by ∼50%, and δ 15N declining from 6% to 2% since 1965. These changes are consistent with the increasing use of water from a nearby river for crop irrigation and agricultural fertilizer use. Lagune de Nador receives relatively little agricultural drainage water, and core data did not show the same trends as Manzala and Ghar El Melh. Overall, the sediment core data from these systems reflect environmental shifts in the quantity, quality, and isotope signature of the deposited organic matter and confirm the concerns of local scientists and environmental managers that eutrophication has had dramatic impacts on the coastal ecosystems, particularly at the Egyptian and Tunisian sites. ","['egy', 'mar', 'tun']",GC,True,False,True,-1
Imagining the state through social protest: State reformation and the mobilizations of unemployed graduates in Morocco,2011,"This article discusses the transformation of the Moroccan state under contemporary neoliberal globalization, and considers what this transition means for the ways in which scholars view state-society interplay in Morocco and the Arab world more generally. Specifically, it examines the protest of unemployed graduates in Morocco, suggesting that public demonstrations are not only a means to communicate and mobilize demands, but also a technology to reclaim and reproduce a particular 'truth' in public. This truth does not necessarily equate with the reality of the neoliberal state as a dispersed material force. As such, by looking at the case of Morocco, we hope to instigate further debate on the nature of the state and its specific relation to phenomena as globalization, society and social protest. ","Imagining the state through social protest: State reformation and the mobilizations of unemployed graduates in Morocco This article discusses the transformation of the Moroccan state under contemporary neoliberal globalization, and considers what this transition means for the ways in which scholars view state-society interplay in Morocco and the Arab world more generally. Specifically, it examines the protest of unemployed graduates in Morocco, suggesting that public demonstrations are not only a means to communicate and mobilize demands, but also a technology to reclaim and reproduce a particular 'truth' in public. This truth does not necessarily equate with the reality of the neoliberal state as a dispersed material force. As such, by looking at the case of Morocco, we hope to instigate further debate on the nature of the state and its specific relation to phenomena as globalization, society and social protest. ",['mar'],GC,False,False,True,5
Wikihistory: Did the leaks inspire the Arab Spring?,2011,"A WikiLeaks document pertained the greed and massive corruption of Tunisian president Zine el-Abidine Ben Ali. Al Jazeera, which has tremendous popularity in Tunisia, had supported the WikiLeaks revelations into the consciousness of disgusted citizens. These WikiLeaks have also proved fruitful in Yemen, Egypt, and Syria, and in Bahrain and Libya. Paradoxically, because of the potency of the Wiki revelations and their short- and long-term repercussions across the Arab world, the US government often attempts to diminish WikiLeaks' stature and effect. In mid-January 2011, Muammar el-Qaddafi warned Tunisians against being tricked by WikiLeaks, which publishes information written by lying ambassadors in order to create chaos. Syria's Intenet penetration is very high at eighty-eight percent.","Wikihistory: Did the leaks inspire the Arab Spring? A WikiLeaks document pertained the greed and massive corruption of Tunisian president Zine el-Abidine Ben Ali. Al Jazeera, which has tremendous popularity in Tunisia, had supported the WikiLeaks revelations into the consciousness of disgusted citizens. These WikiLeaks have also proved fruitful in Yemen, Egypt, and Syria, and in Bahrain and Libya. Paradoxically, because of the potency of the Wiki revelations and their short- and long-term repercussions across the Arab world, the US government often attempts to diminish WikiLeaks' stature and effect. In mid-January 2011, Muammar el-Qaddafi warned Tunisians against being tricked by WikiLeaks, which publishes information written by lying ambassadors in order to create chaos. Syria's Intenet penetration is very high at eighty-eight percent.","['lby', 'egy', 'tun', 'yem', 'usa', 'syr', 'bhr']",GC,True,True,True,0
"The revolutions of the Arab spring: Are democracy, development and modernity at the gates",2011,"The paper places in historical perspective the current Arab uprisings. It argues that the reasons behind them lie in the comprehensive political, social, economic and educational failures of the Arab regimes. It documents these failures statistically and analytically. It goes on to provides analysis of the current developments in Egypt, Tunisia, Libya, Syria, Yemen and the rest of the affected states. It concludes by drawing up the implications on the Arab future of these uprisings. ","The revolutions of the Arab spring: Are democracy, development and modernity at the gates The paper places in historical perspective the current Arab uprisings. It argues that the reasons behind them lie in the comprehensive political, social, economic and educational failures of the Arab regimes. It documents these failures statistically and analytically. It goes on to provides analysis of the current developments in Egypt, Tunisia, Libya, Syria, Yemen and the rest of the affected states. It concludes by drawing up the implications on the Arab future of these uprisings. ","['syr', 'lby', 'egy', 'tun', 'yem']",CW,True,True,False,-1
Egypt's Islamists: A cautionary tale,2011,"The Muslim Brotherhood is the largest and most organized Egyptian entity apart from the Egyptian military and the state itself. Some observers have expressed the hope that the Brotherhood might actually play a benign role as Egypt moves forward. Far too many analysts seem to confuse the caution the Muslim Brotherhood has displayed thus far with moderation. There is no conflict between being immoderate and acting with discretion. We know very well from historical experience that successful radical movements and organizations often proceed carefully in pursuit of a violent revolutionary aim. The Brotherhood's strategy for realizing its vision was long term, to put it mildly, and thus has been mistaken for a legitimate effort to effect gradual change from the bottom up through the construction of institutions separate from the government - like providers of social services and communities of like-minded professionals.","Egypt's Islamists: A cautionary tale The Muslim Brotherhood is the largest and most organized Egyptian entity apart from the Egyptian military and the state itself. Some observers have expressed the hope that the Brotherhood might actually play a benign role as Egypt moves forward. Far too many analysts seem to confuse the caution the Muslim Brotherhood has displayed thus far with moderation. There is no conflict between being immoderate and acting with discretion. We know very well from historical experience that successful radical movements and organizations often proceed carefully in pursuit of a violent revolutionary aim. The Brotherhood's strategy for realizing its vision was long term, to put it mildly, and thus has been mistaken for a legitimate effort to effect gradual change from the bottom up through the construction of institutions separate from the government - like providers of social services and communities of like-minded professionals.",['egy'],GO,True,False,False,1
Monetary policy responses to the global financial crisis: A case study of Egypt,2011,"Among the triggers of the Arab Spring are the declining living standards of the middle and lower income groups. Undoubtedly, the global financial crisis (GFC) is to be partially blamed for weakening the economies of these nations. But was monetary policy ineffective in combating inflation and reducing the meltdown? This paper employs a dynamic stochastic general equilibrium model to assess the effectiveness of the monetary policy in the wake of the GFC. Egypt is selected as a case study due to its overdependence on imported food, the prices of which are relentlessly soaring. The results of the study reveal that the ideal operating targets for the Central Bank of Egypt are the overnight rate and legal reserve requirements. Interest rates are more suitable for long-run impact on the ultimate goals of growth, price stability and job creation. The study culminates in designing a framework to enhance central bankers' political independence and transparency, which is imperative for nations with high levels of corruption. The study is not only informative to the new Egyptian policymakers, but also to other developing and emerging economies that suffer from symptoms of chronic inflation and looming socio-political turmoil.","Monetary policy responses to the global financial crisis: A case study of Egypt Among the triggers of the Arab Spring are the declining living standards of the middle and lower income groups. Undoubtedly, the global financial crisis (GFC) is to be partially blamed for weakening the economies of these nations. But was monetary policy ineffective in combating inflation and reducing the meltdown? This paper employs a dynamic stochastic general equilibrium model to assess the effectiveness of the monetary policy in the wake of the GFC. Egypt is selected as a case study due to its overdependence on imported food, the prices of which are relentlessly soaring. The results of the study reveal that the ideal operating targets for the Central Bank of Egypt are the overnight rate and legal reserve requirements. Interest rates are more suitable for long-run impact on the ultimate goals of growth, price stability and job creation. The study culminates in designing a framework to enhance central bankers' political independence and transparency, which is imperative for nations with high levels of corruption. The study is not only informative to the new Egyptian policymakers, but also to other developing and emerging economies that suffer from symptoms of chronic inflation and looming socio-political turmoil.",['egy'],GO,True,False,False,4
